Date,Commodity,Provider,Product,Source Price,Currency,Unit,INR per MT,Source,Data Class
2025-09-19,AL,NALCO,AL_INGOT,250250.0,INR,MT,250250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-19,CU,BME,CU_CATHODE,856750.0,INR,MT,856750.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-22,AL,BALCO,AL_INGOT,250850.0,INR,MT,250850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-22,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-22,AL,NALCO,AL_INGOT,250250.0,INR,MT,250250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-22,CU,BME,CU_CATHODE,863400.0,INR,MT,863400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-23,AL,BALCO,AL_INGOT,250850.0,INR,MT,250850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-23,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-23,AL,NALCO,AL_INGOT,246350.0,INR,MT,246350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-23,CU,BME,CU_CATHODE,871200.0,INR,MT,871200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-24,AL,BALCO,AL_INGOT,250850.0,INR,MT,250850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-24,AL,HINDALCO,AL_INGOT,249150.0,INR,MT,249150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-24,AL,NALCO,AL_INGOT,246350.0,INR,MT,246350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-24,CU,BME,CU_CATHODE,871200.0,INR,MT,871200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-25,AL,BALCO,AL_INGOT,248300.0,INR,MT,248300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-25,AL,HINDALCO,AL_INGOT,249150.0,INR,MT,249150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-25,AL,NALCO,AL_INGOT,246350.0,INR,MT,246350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-25,CU,BME,CU_CATHODE,866100.0,INR,MT,866100.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-26,AL,BALCO,AL_INGOT,248300.0,INR,MT,248300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-26,AL,HINDALCO,AL_INGOT,249150.0,INR,MT,249150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-26,AL,NALCO,AL_INGOT,246350.0,INR,MT,246350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-26,CU,BME,CU_CATHODE,866100.0,INR,MT,866100.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-29,AL,BALCO,AL_INGOT,248300.0,INR,MT,248300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-29,AL,HINDALCO,AL_INGOT,249150.0,INR,MT,249150.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-29,AL,NALCO,AL_INGOT,246350.0,INR,MT,246350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-29,CU,BME,CU_CATHODE,842000.0,INR,MT,842000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-30,AL,BALCO,AL_INGOT,248300.0,INR,MT,248300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-30,AL,HINDALCO,AL_INGOT,246950.0,INR,MT,246950.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-30,AL,NALCO,AL_INGOT,246350.0,INR,MT,246350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-09-30,CU,BME,CU_CATHODE,842000.0,INR,MT,842000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-01,AL,BALCO,AL_INGOT,248300.0,INR,MT,248300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-01,AL,HINDALCO,AL_INGOT,246950.0,INR,MT,246950.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-01,AL,NALCO,AL_INGOT,246350.0,INR,MT,246350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-01,CU,BME,CU_CATHODE,886850.0,INR,MT,886850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-02,AL,BALCO,AL_INGOT,248300.0,INR,MT,248300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-02,AL,HINDALCO,AL_INGOT,246950.0,INR,MT,246950.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-02,AL,NALCO,AL_INGOT,246350.0,INR,MT,246350.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-02,CU,BME,CU_CATHODE,885050.0,INR,MT,885050.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-03,AL,BALCO,AL_INGOT,248300.0,INR,MT,248300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-03,AL,HINDALCO,AL_INGOT,246950.0,INR,MT,246950.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-03,AL,NALCO,AL_INGOT,239200.0,INR,MT,239200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-03,CU,BME,CU_CATHODE,886100.0,INR,MT,886100.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-06,AL,BALCO,AL_INGOT,245800.0,INR,MT,245800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-06,AL,HINDALCO,AL_INGOT,246950.0,INR,MT,246950.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-06,AL,NALCO,AL_INGOT,239200.0,INR,MT,239200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-06,CU,BME,CU_CATHODE,886100.0,INR,MT,886100.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-07,AL,BALCO,AL_INGOT,245800.0,INR,MT,245800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-07,AL,HINDALCO,AL_INGOT,246950.0,INR,MT,246950.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-07,AL,NALCO,AL_INGOT,239200.0,INR,MT,239200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-07,CU,BME,CU_CATHODE,880050.0,INR,MT,880050.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-08,AL,BALCO,AL_INGOT,245800.0,INR,MT,245800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-08,AL,HINDALCO,AL_INGOT,246950.0,INR,MT,246950.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-08,AL,NALCO,AL_INGOT,239200.0,INR,MT,239200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-08,CU,BME,CU_CATHODE,886100.0,INR,MT,886100.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-09,AL,BALCO,AL_INGOT,248800.0,INR,MT,248800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-09,AL,HINDALCO,AL_INGOT,246550.0,INR,MT,246550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-09,AL,NALCO,AL_INGOT,239200.0,INR,MT,239200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-09,CU,BME,CU_CATHODE,886100.0,INR,MT,886100.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-10,AL,BALCO,AL_INGOT,248800.0,INR,MT,248800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-10,AL,HINDALCO,AL_INGOT,246550.0,INR,MT,246550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-10,AL,NALCO,AL_INGOT,239200.0,INR,MT,239200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-10,CU,BME,CU_CATHODE,891000.0,INR,MT,891000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-13,AL,BALCO,AL_INGOT,248800.0,INR,MT,248800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-13,AL,HINDALCO,AL_INGOT,246550.0,INR,MT,246550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-13,AL,NALCO,AL_INGOT,239200.0,INR,MT,239200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-13,CU,BME,CU_CATHODE,891000.0,INR,MT,891000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-14,AL,BALCO,AL_INGOT,248800.0,INR,MT,248800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-14,AL,HINDALCO,AL_INGOT,246550.0,INR,MT,246550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-14,AL,NALCO,AL_INGOT,239200.0,INR,MT,239200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-14,CU,BME,CU_CATHODE,899300.0,INR,MT,899300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-15,AL,BALCO,AL_INGOT,248800.0,INR,MT,248800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-15,AL,HINDALCO,AL_INGOT,244850.0,INR,MT,244850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-15,AL,NALCO,AL_INGOT,243650.0,INR,MT,243650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-15,CU,BME,CU_CATHODE,899300.0,INR,MT,899300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-16,AL,BALCO,AL_INGOT,248800.0,INR,MT,248800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-16,AL,HINDALCO,AL_INGOT,244850.0,INR,MT,244850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-16,AL,NALCO,AL_INGOT,243650.0,INR,MT,243650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-16,CU,BME,CU_CATHODE,892050.0,INR,MT,892050.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-17,AL,BALCO,AL_INGOT,248800.0,INR,MT,248800.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-17,AL,HINDALCO,AL_INGOT,244850.0,INR,MT,244850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-17,AL,NALCO,AL_INGOT,243650.0,INR,MT,243650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-17,CU,BME,CU_CATHODE,878250.0,INR,MT,878250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-20,AL,BALCO,AL_INGOT,253500.0,INR,MT,253500.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-20,AL,HINDALCO,AL_INGOT,244850.0,INR,MT,244850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-20,AL,NALCO,AL_INGOT,243650.0,INR,MT,243650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-20,CU,BME,CU_CATHODE,878250.0,INR,MT,878250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-21,AL,BALCO,AL_INGOT,253500.0,INR,MT,253500.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-21,AL,HINDALCO,AL_INGOT,244850.0,INR,MT,244850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-21,AL,NALCO,AL_INGOT,243650.0,INR,MT,243650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-21,CU,BME,CU_CATHODE,865650.0,INR,MT,865650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-22,AL,BALCO,AL_INGOT,253500.0,INR,MT,253500.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-22,AL,HINDALCO,AL_INGOT,244850.0,INR,MT,244850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-22,AL,NALCO,AL_INGOT,243650.0,INR,MT,243650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-22,CU,BME,CU_CATHODE,859300.0,INR,MT,859300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-23,AL,BALCO,AL_INGOT,253500.0,INR,MT,253500.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-23,AL,HINDALCO,AL_INGOT,244850.0,INR,MT,244850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-23,AL,NALCO,AL_INGOT,247200.0,INR,MT,247200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-23,CU,BME,CU_CATHODE,859300.0,INR,MT,859300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-24,AL,BALCO,AL_INGOT,247650.0,INR,MT,247650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-24,AL,HINDALCO,AL_INGOT,244850.0,INR,MT,244850.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-24,AL,NALCO,AL_INGOT,247200.0,INR,MT,247200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-24,CU,BME,CU_CATHODE,843700.0,INR,MT,843700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-27,AL,BALCO,AL_INGOT,247650.0,INR,MT,247650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-27,AL,HINDALCO,AL_INGOT,246250.0,INR,MT,246250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-27,AL,NALCO,AL_INGOT,247200.0,INR,MT,247200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-27,CU,BME,CU_CATHODE,843700.0,INR,MT,843700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-28,AL,BALCO,AL_INGOT,247650.0,INR,MT,247650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-28,AL,HINDALCO,AL_INGOT,246250.0,INR,MT,246250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-28,AL,NALCO,AL_INGOT,244650.0,INR,MT,244650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-28,CU,BME,CU_CATHODE,847400.0,INR,MT,847400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-29,AL,BALCO,AL_INGOT,245000.0,INR,MT,245000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-29,AL,HINDALCO,AL_INGOT,246250.0,INR,MT,246250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-29,AL,NALCO,AL_INGOT,244650.0,INR,MT,244650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-29,CU,BME,CU_CATHODE,847400.0,INR,MT,847400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-30,AL,BALCO,AL_INGOT,245000.0,INR,MT,245000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-30,AL,HINDALCO,AL_INGOT,246250.0,INR,MT,246250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-30,AL,NALCO,AL_INGOT,244650.0,INR,MT,244650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-30,CU,BME,CU_CATHODE,825550.0,INR,MT,825550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-31,AL,BALCO,AL_INGOT,245000.0,INR,MT,245000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-31,AL,HINDALCO,AL_INGOT,246250.0,INR,MT,246250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-31,AL,NALCO,AL_INGOT,244650.0,INR,MT,244650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-10-31,CU,BME,CU_CATHODE,836400.0,INR,MT,836400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-03,AL,BALCO,AL_INGOT,238300.0,INR,MT,238300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-03,AL,HINDALCO,AL_INGOT,246250.0,INR,MT,246250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-03,AL,NALCO,AL_INGOT,244650.0,INR,MT,244650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-03,CU,BME,CU_CATHODE,835700.0,INR,MT,835700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-04,AL,BALCO,AL_INGOT,238300.0,INR,MT,238300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-04,AL,HINDALCO,AL_INGOT,246250.0,INR,MT,246250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-04,AL,NALCO,AL_INGOT,244650.0,INR,MT,244650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-04,CU,BME,CU_CATHODE,832400.0,INR,MT,832400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-05,AL,BALCO,AL_INGOT,238300.0,INR,MT,238300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-05,AL,HINDALCO,AL_INGOT,246250.0,INR,MT,246250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-05,AL,NALCO,AL_INGOT,244650.0,INR,MT,244650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-05,CU,BME,CU_CATHODE,832400.0,INR,MT,832400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-06,AL,BALCO,AL_INGOT,238300.0,INR,MT,238300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-06,AL,HINDALCO,AL_INGOT,244900.0,INR,MT,244900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-06,AL,NALCO,AL_INGOT,238700.0,INR,MT,238700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-06,CU,BME,CU_CATHODE,825650.0,INR,MT,825650.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-07,AL,BALCO,AL_INGOT,238300.0,INR,MT,238300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-07,AL,HINDALCO,AL_INGOT,244900.0,INR,MT,244900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-07,AL,NALCO,AL_INGOT,238700.0,INR,MT,238700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-07,CU,BME,CU_CATHODE,831200.0,INR,MT,831200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-10,AL,BALCO,AL_INGOT,238300.0,INR,MT,238300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-10,AL,HINDALCO,AL_INGOT,244900.0,INR,MT,244900.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-10,AL,NALCO,AL_INGOT,238700.0,INR,MT,238700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-10,CU,BME,CU_CATHODE,831200.0,INR,MT,831200.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-11,AL,BALCO,AL_INGOT,238300.0,INR,MT,238300.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-11,AL,HINDALCO,AL_INGOT,247400.0,INR,MT,247400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-11,AL,NALCO,AL_INGOT,238700.0,INR,MT,238700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-11,CU,BME,CU_CATHODE,830250.0,INR,MT,830250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-12,AL,BALCO,AL_INGOT,241450.0,INR,MT,241450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-12,AL,HINDALCO,AL_INGOT,247400.0,INR,MT,247400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-12,AL,NALCO,AL_INGOT,242550.0,INR,MT,242550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-12,CU,BME,CU_CATHODE,830250.0,INR,MT,830250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-13,AL,BALCO,AL_INGOT,241450.0,INR,MT,241450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-13,AL,HINDALCO,AL_INGOT,247400.0,INR,MT,247400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-13,AL,NALCO,AL_INGOT,242550.0,INR,MT,242550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-13,CU,BME,CU_CATHODE,805450.0,INR,MT,805450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-14,AL,BALCO,AL_INGOT,241450.0,INR,MT,241450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-14,AL,HINDALCO,AL_INGOT,247400.0,INR,MT,247400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-14,AL,NALCO,AL_INGOT,242550.0,INR,MT,242550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-14,CU,BME,CU_CATHODE,805450.0,INR,MT,805450.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-17,AL,BALCO,AL_INGOT,243250.0,INR,MT,243250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-17,AL,HINDALCO,AL_INGOT,247400.0,INR,MT,247400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-17,AL,NALCO,AL_INGOT,242550.0,INR,MT,242550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-17,CU,BME,CU_CATHODE,786550.0,INR,MT,786550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-18,AL,BALCO,AL_INGOT,243250.0,INR,MT,243250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-18,AL,HINDALCO,AL_INGOT,247400.0,INR,MT,247400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-18,AL,NALCO,AL_INGOT,242550.0,INR,MT,242550.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-18,CU,BME,CU_CATHODE,778000.0,INR,MT,778000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-19,AL,BALCO,AL_INGOT,243250.0,INR,MT,243250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-19,AL,HINDALCO,AL_INGOT,247400.0,INR,MT,247400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-19,AL,NALCO,AL_INGOT,250400.0,INR,MT,250400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-19,CU,BME,CU_CATHODE,778000.0,INR,MT,778000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-20,AL,BALCO,AL_INGOT,245250.0,INR,MT,245250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-20,AL,HINDALCO,AL_INGOT,247400.0,INR,MT,247400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-20,AL,NALCO,AL_INGOT,250400.0,INR,MT,250400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-20,CU,BME,CU_CATHODE,781700.0,INR,MT,781700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-21,AL,BALCO,AL_INGOT,245250.0,INR,MT,245250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-21,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-21,AL,NALCO,AL_INGOT,250400.0,INR,MT,250400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-21,CU,BME,CU_CATHODE,781700.0,INR,MT,781700.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-24,AL,BALCO,AL_INGOT,245250.0,INR,MT,245250.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-24,AL,HINDALCO,AL_INGOT,253000.0,INR,MT,253000.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-24,AL,NALCO,AL_INGOT,250400.0,INR,MT,250400.0,DEMO simulator (seed 20260909),DEMO_DATA
2025-11-24,CU,BME,CU_CATHODE,775450.0,INR,MT,775450.0,DEMO simulator (seed 20260909),DEMO_DATA
